Market                                  	Brand                                   	Report Period (multiple)                	Creative                                	Commercial Duration                     	advertisement_id	Cable TV-Units	Cable TV-$$$ (000)	Cable TV-GRP: TV Households	Cable TV-IMP(000): TV Households	Cable TV-CPM: TV Households	Cable TV-GRP: P18+	Cable TV-IMP(000): P18+	Cable TV-CPM: P18+	Cable TV-GRP: P21-54	Cable TV-IMP(000): P21-54	Cable TV-CPM: P21-54	Cable TV-GRP: P21-64	Cable TV-IMP(000): P21-64	Cable TV-CPM: P21-64	Network TV-Units	Network TV-$$$ (000)	Network TV-GRP: TV Households	Network TV-IMP(000): TV Households	Network TV-CPM: TV Households	Network TV-GRP: P18+	Network TV-IMP(000): P18+	Network TV-CPM: P18+	Network TV-GRP: P21-54	Network TV-IMP(000): P21-54	Network TV-CPM: P21-54	Network TV-GRP: P21-64	Network TV-IMP(000): P21-64	Network TV-CPM: P21-64	Spanish Language Cable TV-Units	Spanish Language Cable TV-$$$ (000)	Spanish Language Cable TV-GRP: TV Households	Spanish Language Cable TV-IMP(000): TV Households	Spanish Language Cable TV-CPM: TV Households	Spanish Language Cable TV-GRP: P18+	Spanish Language Cable TV-IMP(000): P18+	Spanish Language Cable TV-CPM: P18+	Spanish Language Cable TV-GRP: P21-54	Spanish Language Cable TV-IMP(000): P21-54	Spanish Language Cable TV-CPM: P21-54	Spanish Language Cable TV-GRP: P21-64	Spanish Language Cable TV-IMP(000): P21-64	Spanish Language Cable TV-CPM: P21-64	Spanish Language Network TV-Units	Spanish Language Network TV-$$$ (000)	Spanish Language Network TV-GRP: TV Households	Spanish Language Network TV-IMP(000): TV Households	Spanish Language Network TV-CPM: TV Households	Spanish Language Network TV-GRP: P18+	Spanish Language Network TV-IMP(000): P18+	Spanish Language Network TV-CPM: P18+	Spanish Language Network TV-GRP: P21-54	Spanish Language Network TV-IMP(000): P21-54	Spanish Language Network TV-CPM: P21-54	Spanish Language Network TV-GRP: P21-64	Spanish Language Network TV-IMP(000): P21-64	Spanish Language Network TV-CPM: P21-64	Spot TV-Units	Spot TV-$$$ (000)	Spot TV-GRP: TV Households	Spot TV-IMP(000): TV Households	Spot TV-CPM: TV Households	Spot TV-GRP: P18+	Spot TV-IMP(000): P18+	Spot TV-CPM: P18+	Spot TV-GRP: P21-54	Spot TV-IMP(000): P21-54	Spot TV-CPM: P21-54	Spot TV-GRP: P21-64	Spot TV-IMP(000): P21-64	Spot TV-CPM: P21-64	Syndicated TV-Units	Syndicated TV-$$$ (000)	Syndicated TV-GRP: TV Households	Syndicated TV-IMP(000): TV Households	Syndicated TV-CPM: TV Households	Syndicated TV-GRP: P18+	Syndicated TV-IMP(000): P18+	Syndicated TV-CPM: P18+	Syndicated TV-GRP: P21-54	Syndicated TV-IMP(000): P21-54	Syndicated TV-CPM: P21-54	Syndicated TV-GRP: P21-64	Syndicated TV-IMP(000): P21-64	Syndicated TV-CPM: P21-64	Row No.
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/23/10 - 05/29/10 	WOMAN & GIRL/BOTTLE/GOLF COURSE	30 seconds	3253614	4	4.575	0.624	716.594	6.384	0.324	733.251	6.239	0.254	355.195	12.88	0.287	502.741	9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1.507	0.115	129.59	11.629	0.071	154.133	9.777	0.05	72.449	20.801	0.063	109.834	13.721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2853
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/23/10 - 05/29/10 	WOMAN & GIRL/GOLF CLUB/BOTTLE/TEXT	30 seconds	3290490	73	84.817	21.489	24681.01	3.437	12.101	27387.295	3.097	8.794	12354.886	6.865	10.548	18500.791	4.585	2	22.8	5.439	6249.148	3.648	3.147	7121.573	3.202	1.854	2604.247	8.755	2.213	3882.566	5.872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	1.588	0.213	239.189	6.639	0.119	266.049	5.969	0.104	141.436	11.228	0.119	200.096	7.936	7	98.572	10.965	12597.752	7.825	6.397	14476.283	6.809	5.601	7865.183	12.533	6.221	10913.25	9.032	2854
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/23/10 - 05/29/10 	WOMAN IN GARDEN/DOG/KITCHEN/BED	45 seconds	3343697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	151.5	5.938	6822.762	22.205	3.918	8864.596	17.09	2.904	4077.832	37.152	3.548	6223.43	24.343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2855
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/23/10 - 05/29/10 	WOMAN/DOG/TREES/PEOPLE/DOGS/COUCH	30 seconds	3492701	6	6.265	1.809	2077.106	3.016	0.843	1906.182	3.287	0.787	1103.665	5.677	0.85	1492.063	4.199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2856
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/23/10 - 05/29/10 	WOMAN/FLOWERS/YARD/TEXT/LOGO/URL	30 seconds	3343698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	222.3	9.998	11487.567	19.351	6.214	14062.448	15.808	6.253	8780.755	25.317	6.377	11187.376	19.871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2857
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/30/10 - 05/31/10 	2 WOMEN/DOG/MAN & BOY/PRODUCT/TEXT	30 seconds	3245669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	37.906	15.778	2043.264	18.552	9.112	2819.27	13.445	9.83	2231.258	16.989	9.462	2444.936	15.504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2858
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/30/10 - 05/31/10 	INCOMPLETE VIDEO	30 seconds	3253613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.001	0	0.26	3.846	0	0.292	3.425	0	0.292	3.425	0	0.292	3.425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2859
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/30/10 - 05/31/10 	MAN/FISHING ROD/VEHICLE/HAND/GIRL	30 seconds	2924067	19	41.717	10.165	11677.72	3.572	4.771	10794.692	3.865	4.376	6145.885	6.788	4.499	7888.489	5.288	4	60.2	5.432	6241.031	9.646	3.114	7048.5	8.541	2.427	3407.288	17.668	2.749	4822.351	12.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	9.55	0.813	908.71	10.509	0.438	963.656	9.91	0.438	604.063	15.81	0.46	778.363	12.269	3	40.259	4.049	4651.153	8.656	1.745	3947.349	10.199	1.777	2495.837	16.13	1.818	3188.459	12.626	2860
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/30/10 - 05/31/10 	WOMAN & GIRL/BOTTLE/GOLF COURSE	15 seconds	3314000	36	40.15	14.684	16864.85	2.381	7.882	17840.611	2.25	7.67	10772.107	3.727	7.857	13779.867	2.914	4	114.8	10.284	11816.405	9.715	6.603	14944.908	7.682	6.038	8479.195	13.539	6.439	11295.65	10.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	5.689	0.84	935.893	6.079	0.443	973.093	5.846	0.405	559.094	10.175	0.44	753.981	7.545	6	12.584	6.849	7867.779	1.599	3.771	8531.092	1.475	3.922	5508.332	2.285	3.953	6932.579	1.815	2861
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/30/10 - 05/31/10 	WOMAN & GIRL/BOTTLE/GOLF COURSE	30 seconds	3253614	2	2.485	0.467	537.253	4.625	0.261	589.791	4.213	0.183	256.199	9.699	0.204	356.868	6.963	1	11.5	1.242	1426.506	8.062	0.712	1611.749	7.135	0.612	859.72	13.376	0.721	1265	9.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.32	0.038	42.618	7.509	0.025	54.436	5.878	0.016	22.854	14.002	0.021	37.012	8.646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2862
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/30/10 - 05/31/10 	WOMAN & GIRL/GOLF CLUB/BOTTLE/TEXT	30 seconds	3290490	9	8.629	3.242	3724.771	2.317	1.184	2679.32	3.221	1.287	1807.73	4.773	1.2	2106.712	4.096	1	9.7	1.939	2227.624	4.354	1.134	2566.99	3.779	0.877	1231.134	7.879	1.033	1811.826	5.354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1.578	0.104	116.032	13.6	0.054	118.162	13.355	0.057	78.76	20.036	0.061	104.044	15.167	4	21.929	6.422	7378.764	2.972	3.666	8294.512	2.644	3.108	4363.606	5.025	3.4	5964.911	3.676	2863
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/30/10 - 05/31/10 	WOMAN/DOG/TREES/PEOPLE/DOGS/COUCH	30 seconds	3492701	2	1.711	0.588	675.325	2.534	0.279	631.88	2.708	0.248	348.043	4.916	0.27	473.297	3.615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2864
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/30/10 - 05/31/10 	WOMAN/FLOWERS/YARD/TEXT/LOGO/URL	30 seconds	3335351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.05	0.002	2.429	20.585	0.002	4.158	12.025	0.002	3.069	16.292	0.002	3.362	14.872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2865
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/01/10 - 06/05/10 	INCOMPLETE VIDEO	15 seconds	3454043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.116	0.009	10.335	11.224	0.005	11.382	10.192	0.007	9.99	11.612	0.006	9.99	11.612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2866
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/01/10 - 06/05/10 	INCOMPLETE VIDEO	30 seconds	3277274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.483	0.085	94.401	5.116	0.049	107.759	4.482	0.051	72.261	6.684	0.054	91.458	5.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2867
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/01/10 - 06/05/10 	MAN/FISHING ROD/VEHICLE/HAND/GIRL	30 seconds	2931797	116	135.622	35.242	40477.859	3.351	18.689	42284.922	3.207	15.639	21958.973	6.176	17.316	30379.494	4.464	13	224.1	32.856	37751.578	5.936	19.512	44151.887	5.076	12.39	17398.977	12.88	15.324	26879.494	8.337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	17.291	1.462	1631.196	10.6	0.783	1725.554	10.021	0.758	1048.104	16.497	0.79	1348.442	12.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2868
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/01/10 - 06/05/10 	WOMAN & GIRL/BOTTLE/GOLF COURSE	15 seconds	3314000	229	145.002	71.037	81600.992	1.777	36.132	81761.125	1.773	32.159	45166.488	3.21	34.153	59913.648	2.42	27	281.7	69.188	79491.539	3.544	41.417	93715.984	3.006	26.845	37698.133	7.473	33.365	58523.254	4.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	11.458	1.631	1822.278	6.288	0.878	1928.23	5.942	0.877	1215.328	9.428	0.901	1537.722	7.451	5	22.686	8.99	10328.132	2.197	5.124	11595.808	1.956	4.049	5685.4	3.99	4.734	8303.054	2.732	2869
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/01/10 - 06/05/10 	WOMAN & GIRL/BOTTLE/GOLF COURSE	30 seconds	3253614	12	13.518	2.903	3333.06	4.056	1.528	3456.145	3.911	1.11	1559.435	8.669	1.295	2272.166	5.949	1	8.6	1.17	1343.761	6.4	0.664	1503.076	5.722	0.577	809.92	10.618	0.669	1173.765	7.327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1.761	0.196	219.93	8.007	0.122	264.948	6.647	0.078	106.435	16.545	0.099	169.968	10.361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2870
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/01/10 - 06/05/10 	WOMAN & GIRL/GOLF CLUB/BOTTLE/TEXT	30 seconds	3290490	79	100.645	22.492	25834.057	3.896	12.047	27259.248	3.692	9.892	13891.996	7.245	10.796	18946.248	5.312	7	66.5	8.359	9605.667	6.923	4.808	10881.241	6.111	4.269	5992.579	11.097	4.657	8166.709	8.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	12.979	1.083	1207.257	10.751	0.606	1323.583	9.806	0.662	910.286	14.258	0.647	1106.746	11.727	3	48.838	5.027	5776.195	8.455	2.789	6311.481	7.738	3.114	4372.556	11.169	2.967	5204.964	9.383	2871
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/01/10 - 06/05/10 	WOMAN/DOG/TREES/PEOPLE/DOGS/COUCH	30 seconds	3492701	6	7.84	1.628	1870.285	4.192	0.883	2001.661	3.917	0.835	1173.624	6.68	0.878	1541.708	5.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2872
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/01/10 - 06/05/10 	WOMAN/FLOWERS/YARD/TEXT/LOGO/URL	30 seconds	3343698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	132.3	10.67	12259.737	10.791	6.594	14922.575	8.866	5.525	7759.201	17.051	6.207	10887.818	12.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2873
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/06/10 - 06/12/10 	INCOMPLETE VIDEO	30 seconds	3253613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.017	0	0.218	77.982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2874
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/06/10 - 06/12/10 	MAN/FISHING ROD/VEHICLE/HAND/GIRL	30 seconds	2924067	19	89.613	16.423	18869.898	4.749	9.431	21338.613	4.2	7.546	10599.882	8.454	8.582	15056.723	5.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3.34	0.165	183.117	18.24	0.083	185.402	18.015	0.068	94.755	35.249	0.081	134.962	24.748	3	15.203	4.279	4916.743	3.092	2.324	5257.873	2.891	2.517	3534.697	4.301	2.508	4400.444	3.455	2875
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/06/10 - 06/12/10 	WOMAN & GIRL/BOTTLE/GOLF COURSE	15 seconds	3314000	32	29.214	13.643	15674.979	1.864	7.318	16549.336	1.765	7.249	10175.358	2.871	7.419	13016.268	2.244	3	15.8	3.109	3572.04	4.423	1.88	4251.976	3.716	1.714	2406.728	6.565	1.874	3285.001	4.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1.938	0.303	334.989	5.785	0.156	346.714	5.59	0.139	193.03	10.04	0.163	274.306	7.065	5	29.851	5.99	6881.218	4.338	2.866	6484.013	4.604	3.068	4308.571	6.928	2.983	5233.743	5.704	2876
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/06/10 - 06/12/10 	WOMAN & GIRL/BOTTLE/GOLF COURSE	30 seconds	3247420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.008	0.005	5.439	1.471	0.003	6.86	1.166	0.005	5.602	1.428	0.004	6.86	1.166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2877
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/06/10 - 06/12/10 	WOMAN & GIRL/GOLF CLUB/BOTTLE/TEXT	30 seconds	3290490	22	29.078	6.714	7710.762	3.771	3.778	8545.699	3.403	3.588	5039.489	5.77	3.715	6516.765	4.462	1	14.2	2.131	2448.806	5.799	1.226	2774.935	5.117	0.923	1296.009	10.957	1.075	1886.492	7.527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2.18	0.09	100.652	21.659	0.051	113.298	19.241	0.055	75	29.067	0.058	98.401	22.154	1	6.837	1.649	1894.988	3.608	0.917	2076.075	3.293	0.695	976.563	7.001	0.857	1502.683	4.55	2878
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/06/10 - 06/12/10 	WOMAN IN GARDEN/DOG/KITCHEN/BED	45 seconds	3343697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	46.5	2.327	2673.723	17.391	1.516	3429.352	13.559	1.378	1934.719	24.034	1.495	2621.848	17.736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2879
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/06/10 - 06/12/10 	WOMAN/DOG/TREES/PEOPLE/DOGS/COUCH	30 seconds	3492701	8	9.337	2.299	2638.968	3.538	1.288	2913.896	3.204	1.211	1699.429	5.494	1.252	2196.863	4.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2880
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/13/10 - 06/19/10 	INCOMPLETE VIDEO	30 seconds	3277274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.053	0.02	22.241	2.383	0.011	23.728	2.234	0.007	9.802	5.407	0.011	18.462	2.871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2881
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/13/10 - 06/19/10 	MAN/FISHING ROD/VEHICLE/HAND/GIRL	30 seconds	2924067	1	1.079	0.268	308.076	3.502	0.159	359.169	3.004	0.077	108.424	9.952	0.13	227.449	4.744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.538	0.041	44.916	11.978	0.02	42.523	12.652	0.021	27.98	19.228	0.02	33.477	16.071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2882
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/13/10 - 06/19/10 	WOMAN & GIRL/BOTTLE/GOLF COURSE	15 seconds	3314000	4	3.028	1.139	1308.424	2.314	0.615	1394.077	2.172	0.661	926.695	3.268	0.659	1156.425	2.618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.407	0.031	34.432	11.82	0.016	36.693	11.092	0.018	25.039	16.255	0.017	29.511	13.791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2883
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/13/10 - 06/19/10 	WOMAN & GIRL/GOLF CLUB/BOTTLE/TEXT	30 seconds	3290490	7	11.933	2.74	3147.485	3.791	1.559	3528.112	3.382	1.667	2341.726	5.096	1.657	2907.687	4.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.009	0.001	0.851	10.576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2884
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/13/10 - 06/19/10 	WOMAN/DOG/TREES/PEOPLE/DOGS/COUCH	30 seconds	3492701	2	2.289	0.662	760.064	3.012	0.377	852.033	2.687	0.415	582.351	3.931	0.418	732.208	3.126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2885
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/20/10 - 06/26/10 	MAN/FISHING ROD/VEHICLE/HAND/GIRL	30 seconds	2924067	2	1.231	0.399	457.446	2.691	0.253	571.662	2.153	0.192	269.331	4.571	0.243	426.835	2.884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.079	0.011	13.43	5.882	0.006	14.801	5.337	0.006	7.579	10.424	0.006	10.684	7.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2886
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/20/10 - 06/26/10 	WOMAN & GIRL/BOTTLE/GOLF COURSE	15 seconds	3314000	18	9.181	3.725	4276.391	2.147	2.002	4530.525	2.026	1.458	2047.108	4.485	1.703	2987.203	3.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.305	0.074	84.422	3.613	0.062	134.967	2.26	0.052	71.771	4.25	0.058	98.726	3.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2887
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/20/10 - 06/26/10 	WOMAN & GIRL/GOLF CLUB/BOTTLE/TEXT	30 seconds	3290490	3	3.038	0.677	778.16	3.904	0.306	693.816	4.379	0.268	377.138	8.055	0.296	519.271	5.851	2	94	5.878	6754.396	13.917	3.69	8348.112	11.26	2.802	3935.812	23.883	3.472	6089.598	15.436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.757	0.084	93.649	8.083	0.044	99.437	7.613	0.03	40.273	18.797	0.034	57.392	13.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2888
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/20/10 - 06/26/10 	WOMAN/DOG/TREES/PEOPLE/DOGS/COUCH	30 seconds	3492701	3	3.038	0.677	778.16	3.904	0.306	693.816	4.379	0.268	377.138	8.055	0.296	519.271	5.851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2889
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/27/10 - 06/30/10 	MAN/FISHING ROD/VEHICLE/HAND/GIRL	30 seconds	2924067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.251	0.024	27.043	9.282	0.014	31.135	8.062	0.01	15.218	16.494	0.013	22.704	11.055	2	18.392	3.506	4028.825	4.565	2.118	4791.61	3.838	1.801	2528.051	7.275	2.039	3576.966	5.142	2890
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/27/10 - 06/30/10 	WOMAN & GIRL/BOTTLE/GOLF COURSE	15 seconds	3314000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.268	0.028	30.114	8.9	0.019	41.166	6.51	0.019	27.983	9.577	0.017	31.859	8.412	1	2.339	1.201	1379.518	1.696	0.649	1468.696	1.593	0.682	958.116	2.441	0.665	1166.998	2.004	2891
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/27/10 - 06/30/10 	WOMAN & GIRL/GOLF CLUB/BOTTLE/TEXT	30 seconds	3290490	4	5.059	1.113	1278.389	3.957	0.617	1396.413	3.623	0.59	828.143	6.109	0.654	1147.03	4.411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.049	0.011	12.089	4.053	0.004	7.81	6.274	0.003	4.842	10.12	0.003	5.939	8.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2892
