Market                                  	Brand                                   	Report Period (multiple)                	Cable TV-Units	Cable TV-$$$ (000)	FSI Coupon-Units	FSI Coupon-$$$ (000)	Internet-Units	Internet-$$$ (000)	National Magazine-Units	National Magazine-$$$ (000)	National Newspaper-Units	National Newspaper-$$$ (000)	National Sunday Supplement-Units	National Sunday Supplement-$$$ (000)	Network Radio-Units	Network Radio-$$$ (000)	Network TV-Units	Network TV-$$$ (000)	Outdoor-Units	Outdoor-$$$ (000)	Spanish Language Cable TV-Units	Spanish Language Cable TV-$$$ (000)	Spanish Language Network TV-Units	Spanish Language Network TV-$$$ (000)	Spot Radio-Units	Spot Radio-$$$ (000)	Spot TV-Units	Spot TV-$$$ (000)	Syndicated TV-Units	Syndicated TV-$$$ (000)	Row No.
NATIONAL 	SINGULAIR RX-HUMAN 	07/01/09 - 07/04/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0.158	0	0	1498
NATIONAL 	SINGULAIR RX-HUMAN 	07/05/09 - 07/11/09 	0	0	0	0	0	0.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.651	0	0	1499
NATIONAL 	SINGULAIR RX-HUMAN 	07/12/09 - 07/18/09 	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1.72	0	0	1500
NATIONAL 	SINGULAIR RX-HUMAN 	07/19/09 - 07/25/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1.571	0	0	1501
NATIONAL 	SINGULAIR RX-HUMAN 	07/26/09 - 07/31/09 	0	0	0	0	0	3.904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.027	0	0	1502
NATIONAL 	SINGULAIR RX-HUMAN 	08/01/09 - 08/01/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.003	0	0	1503
NATIONAL 	SINGULAIR RX-HUMAN 	08/02/09 - 08/08/09 	0	0	0	0	0	5.474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1504
NATIONAL 	SINGULAIR RX-HUMAN 	08/09/09 - 08/15/09 	0	0	0	0	0	3.923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1505
NATIONAL 	SINGULAIR RX-HUMAN 	08/16/09 - 08/22/09 	0	0	0	0	0	4.843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1506
NATIONAL 	SINGULAIR RX-HUMAN 	08/23/09 - 08/29/09 	0	0	0	0	0	0.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.074	0	0	1507
NATIONAL 	SINGULAIR RX-HUMAN 	12/06/09 - 12/12/09 	0	0	0	0	0	0	0	0	0	0	4	2242.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1508
NATIONAL 	SINGULAIR RX-HUMAN 	12/13/09 - 12/19/09 	0	0	0	0	0	0	2	803.575	0	0	4	1960.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1509
NATIONAL 	SINGULAIR RX-HUMAN 	12/20/09 - 12/26/09 	0	0	0	0	0	0	2	803.575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1510
NATIONAL 	SINGULAIR RX-HUMAN 	01/24/10 - 01/30/10 	0	0	0	0	0	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1511
NATIONAL 	SINGULAIR RX-HUMAN 	02/01/10 - 02/06/10 	0	0	0	0	0	43.447	2	792.744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1512
NATIONAL 	SINGULAIR RX-HUMAN 	02/07/10 - 02/13/10 	0	0	0	0	0	67.685	0	0	0	0	4	1720.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1513
NATIONAL 	SINGULAIR RX-HUMAN 	02/14/10 - 02/20/10 	0	0	0	0	0	57.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1514
NATIONAL 	SINGULAIR RX-HUMAN 	02/21/10 - 02/27/10 	0	0	0	0	0	45.817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1515
NATIONAL 	SINGULAIR RX-HUMAN 	03/01/10 - 03/06/10 	0	0	0	0	0	86.24	3	1049.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1516
NATIONAL 	SINGULAIR RX-HUMAN 	03/07/10 - 03/13/10 	0	0	0	0	0	103.038	0	0	0	0	2	695.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1517
NATIONAL 	SINGULAIR RX-HUMAN 	03/14/10 - 03/20/10 	0	0	0	0	0	98.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1518
NATIONAL 	SINGULAIR RX-HUMAN 	03/21/10 - 03/27/10 	0	0	0	0	0	97.193	0	0	0	0	2	1042.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1519
NATIONAL 	SINGULAIR RX-HUMAN 	03/28/10 - 03/31/10 	0	0	0	0	0	48.447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1520
NATIONAL 	SINGULAIR RX-HUMAN 	04/04/10 - 04/10/10 	0	0	0	0	0	62.973	0	0	0	0	2	695.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1521
NATIONAL 	SINGULAIR RX-HUMAN 	04/11/10 - 04/17/10 	0	0	0	0	0	54.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1522
NATIONAL 	SINGULAIR RX-HUMAN 	04/18/10 - 04/24/10 	0	0	0	0	0	24.354	0	0	0	0	2	920.386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1523
NATIONAL 	SINGULAIR RX-HUMAN 	04/25/10 - 04/30/10 	0	0	0	0	0	10.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1524
NATIONAL 	SINGULAIR RX-HUMAN 	05/01/10 - 05/01/10 	0	0	0	0	0	0	1	571.829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1525
NATIONAL 	SINGULAIR RX-HUMAN 	05/02/10 - 05/08/10 	0	0	0	0	0	8.387	0	0	0	0	2	1338.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1526
NATIONAL 	SINGULAIR RX-HUMAN 	05/09/10 - 05/15/10 	0	0	0	0	0	69.053	0	0	0	0	2	1042.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1527
NATIONAL 	SINGULAIR RX-HUMAN 	05/16/10 - 05/22/10 	0	0	0	0	0	10.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1528
NATIONAL 	SINGULAIR RX-HUMAN 	05/23/10 - 05/29/10 	0	0	0	0	0	28.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1529
NATIONAL 	SINGULAIR RX-HUMAN 	05/30/10 - 05/31/10 	0	0	0	0	0	17.216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1530
NATIONAL 	SINGULAIR RX-HUMAN 	06/06/10 - 06/12/10 	0	0	0	0	0	0	0	0	0	0	4	2034.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1531
NATIONAL 	SINGULAIR RX-HUMAN 	06/13/10 - 06/19/10 	0	0	0	0	0	0.103	0	0	0	0	2	1042.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1532
NATIONAL 	SINGULAIR RX-HUMAN 	07/04/10 - 07/10/10 	0	0	0	0	0	0	0	0	0	0	2	1338.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1533
NATIONAL 	SINGULAIR RX-HUMAN 	07/18/10 - 07/24/10 	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1534
NATIONAL 	SINGULAIR RX-HUMAN 	08/01/10 - 08/07/10 	0	0	0	0	0	0	2	678.941	0	0	4	2034.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1535
NATIONAL 	SINGULAIR RX-HUMAN 	08/08/10 - 08/14/10 	0	0	0	0	0	0	0	0	0	0	2	920.386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1536
NATIONAL 	SINGULAIR RX-HUMAN 	08/15/10 - 08/21/10 	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1537
NATIONAL 	SINGULAIR RX-HUMAN 	08/22/10 - 08/28/10 	0	0	0	0	0	0.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538
NATIONAL 	SINGULAIR RX-HUMAN 	08/29/10 - 08/31/10 	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1539
NATIONAL 	SINGULAIR RX-HUMAN 	09/05/10 - 09/11/10 	0	0	0	0	0	0	0	0	0	0	4	2034.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1540
NATIONAL 	SINGULAIR RX-HUMAN 	10/01/10 - 10/02/10 	0	0	0	0	0	0	4	1272.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1541
NATIONAL 	SINGULAIR RX-HUMAN 	03/20/11 - 03/26/11 	0	0	0	0	0	69.361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1542
NATIONAL 	SINGULAIR RX-HUMAN 	03/27/11 - 03/31/11 	0	0	0	0	0	6.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1543
NATIONAL 	SINGULAIR RX-HUMAN 	04/03/11 - 04/09/11 	0	0	0	0	0	27.415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1544
NATIONAL 	SINGULAIR RX-HUMAN 	04/10/11 - 04/16/11 	0	0	0	0	0	25.935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1545
NATIONAL 	SINGULAIR RX-HUMAN 	04/17/11 - 04/23/11 	0	0	0	0	0	15.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1546
NATIONAL 	SINGULAIR RX-HUMAN 	04/24/11 - 04/30/11 	0	0	0	0	0	12.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1547
NATIONAL 	SINGULAIR RX-HUMAN 	05/01/11 - 05/07/11 	0	0	0	0	0	4.173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1548
NATIONAL 	SINGULAIR RX-HUMAN 	05/08/11 - 05/14/11 	0	0	0	0	0	15.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1549
NATIONAL 	SINGULAIR RX-HUMAN 	05/15/11 - 05/21/11 	0	0	0	0	0	0.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1550
NATIONAL 	SINGULAIR RX-HUMAN 	05/22/11 - 05/28/11 	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1551
NATIONAL 	SINGULAIR RX-HUMAN 	05/29/11 - 05/31/11 	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1552
NATIONAL 	SINGULAIR RX-HUMAN 	06/05/11 - 06/11/11 	0	0	0	0	0	10.261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1553
NATIONAL 	SINGULAIR RX-HUMAN 	06/12/11 - 06/18/11 	0	0	0	0	0	0.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1554
NATIONAL 	SINGULAIR RX-HUMAN 	06/19/11 - 06/25/11 	0	0	0	0	0	0.652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1555
NATIONAL 	SINGULAIR RX-HUMAN 	06/26/11 - 06/30/11 	0	0	0	0	0	0.204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1556
NATIONAL 	ZYRTEC ALLERGY REMEDY 	02/01/09 - 02/07/09 	562	651.997	0	0	0	17.186	0	0	0	0	0	0	0	0	53	1322.4	0	0	0	0	0	0	2	0.02	494	80.082	19	366.367	1557
NATIONAL 	ZYRTEC ALLERGY REMEDY 	02/08/09 - 02/14/09 	481	579.522	79	96.918	0	14.066	0	0	0	0	0	0	0	0	48	1782.8	0	0	0	0	0	0	0	0	770	143.975	15	222.956	1558
NATIONAL 	ZYRTEC ALLERGY REMEDY 	02/15/09 - 02/21/09 	531	671.487	0	0	0	13.162	0	0	0	0	0	0	0	0	37	885.9	0	0	0	0	0	0	0	0	681	114.024	21	456.199	1559
NATIONAL 	ZYRTEC ALLERGY REMEDY 	02/22/09 - 02/28/09 	545	681.079	0	0	0	17.075	0	0	0	0	0	0	0	0	47	2921.2	0	0	0	0	0	0	0	0	899	135.424	11	152.901	1560
NATIONAL 	ZYRTEC ALLERGY REMEDY 	03/01/09 - 03/07/09 	479	584.048	0	0	0	35.293	0	0	0	0	0	0	0	0	44	1902.7	0	0	0	0	0	0	2	0.03	516	78.777	14	262.637	1561
NATIONAL 	ZYRTEC ALLERGY REMEDY 	03/08/09 - 03/14/09 	599	672.019	0	0	0	32.068	0	0	0	0	0	0	0	0	76	2212.1	0	0	0	0	0	0	1	0.015	1310	203.763	17	271.393	1562
NATIONAL 	ZYRTEC ALLERGY REMEDY 	03/15/09 - 03/21/09 	670	689.755	80	85.947	0	84.233	0	0	0	0	0	0	0	0	97	2930.2	0	0	0	0	0	0	0	0	1286	178.894	29	328.056	1563
NATIONAL 	ZYRTEC ALLERGY REMEDY 	03/22/09 - 03/28/09 	767	873.617	0	0	0	93.915	0	0	0	0	0	0	0	0	103	3357.7	0	0	0	0	0	0	0	0	2606	416.647	20	315.388	1564
NATIONAL 	ZYRTEC ALLERGY REMEDY 	03/29/09 - 03/31/09 	285	326.426	0	0	0	97.429	0	0	0	0	0	0	0	0	37	1222.4	0	0	0	0	0	0	0	0	939	175.201	18	157.771	1565
NATIONAL 	ZYRTEC ALLERGY REMEDY 	04/01/09 - 04/04/09 	324	466.179	0	0	0	0	0	0	0	0	0	0	0	0	36	1035.8	0	0	0	0	0	0	0	0	1039	199.215	5	116.576	1566
NATIONAL 	ZYRTEC ALLERGY REMEDY 	04/05/09 - 04/11/09 	650	832.524	0	0	0	44.584	0	0	0	0	0	0	0	0	61	2473.7	0	0	0	0	0	0	0	0	1561	288.203	9	151.684	1567
NATIONAL 	ZYRTEC ALLERGY REMEDY 	04/12/09 - 04/18/09 	615	769.429	1	0.688	0	75.225	0	0	0	0	0	0	0	0	78	2929.7	0	0	0	0	0	0	0	0	1689	320.797	12	167.742	1568
NATIONAL 	ZYRTEC ALLERGY REMEDY 	04/19/09 - 04/25/09 	575	706.773	0	0	0	48.056	0	0	0	0	0	0	0	0	82	3098.5	0	0	0	0	0	0	0	0	1603	288.1	13	174.689	1569
NATIONAL 	ZYRTEC ALLERGY REMEDY 	04/26/09 - 04/30/09 	546	655.119	84	38.175	0	89.135	0	0	0	0	0	0	0	0	51	1285.8	0	0	0	0	0	0	0	0	1720	272.447	19	244.874	1570
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/01/09 - 05/02/09 	221	239.354	0	0	0	0	0	0	0	0	0	0	0	0	15	264	0	0	0	0	0	0	0	0	673	103.346	3	29.434	1571
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/03/09 - 05/09/09 	789	928.472	0	0	0	139.976	0	0	0	0	0	0	0	0	62	1382.3	0	0	0	0	0	0	0	0	2333	406.855	27	276.917	1572
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/10/09 - 05/16/09 	732	773.845	0	0	0	101.321	0	0	0	0	0	0	0	0	68	1216.85	0	0	0	0	0	0	0	0	1829	293.153	27	300.372	1573
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/17/09 - 05/23/09 	600	543.022	0	0	0	47.504	0	0	0	0	0	0	0	0	43	679.5	0	0	0	0	0	0	0	0	1720	246.242	28	212.874	1574
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/24/09 - 05/30/09 	458	493.665	0	0	0	46.408	0	0	0	0	0	0	0	0	45	776.55	0	0	0	0	0	0	0	0	1682	224.506	24	227.72	1575
NATIONAL 	ZYRTEC ALLERGY REMEDY 	05/31/09 - 05/31/09 	42	43.376	0	0	0	0	0	0	0	0	0	0	0	0	2	22.45	0	0	0	0	0	0	0	0	201	22.558	20	155.757	1576
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/01/09 - 06/06/09 	269	244.041	0	0	0	38.916	0	0	0	0	0	0	0	0	26	241.35	0	0	0	0	0	0	0	0	1117	185.626	10	193.805	1577
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/07/09 - 06/13/09 	290	269.602	0	0	0	29.405	0	0	0	0	0	0	0	0	39	512.5	0	0	0	0	0	0	0	0	1157	129.426	13	110.599	1578
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/14/09 - 06/20/09 	259	228.524	0	0	0	43.593	0	0	0	0	0	0	0	0	32	503.3	0	0	0	0	0	0	0	0	1156	118.415	15	169.974	1579
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/21/09 - 06/27/09 	282	291.807	83	101.221	0	36.182	0	0	0	0	0	0	0	0	46	760.75	0	0	0	0	0	0	0	0	1604	185.926	15	138.322	1580
NATIONAL 	ZYRTEC ALLERGY REMEDY 	06/28/09 - 06/30/09 	30	25.04	0	0	0	52.006	0	0	0	0	0	0	0	0	2	29.4	0	0	0	0	0	0	0	0	98	9.551	9	37.889	1581
NATIONAL 	ZYRTEC ALLERGY REMEDY 	07/01/09 - 07/04/09 	166	148.597	0	0	0	0	0	0	0	0	0	0	0	0	16	361.2	0	0	0	0	0	0	0	0	44	4.458	6	153.907	1582
NATIONAL 	ZYRTEC ALLERGY REMEDY 	07/05/09 - 07/11/09 	27	19.332	0	0	0	42.831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	5.548	6	57.858	1583
NATIONAL 	ZYRTEC ALLERGY REMEDY 	07/12/09 - 07/18/09 	5	7.798	0	0	0	45.821	0	0	0	0	0	0	0	0	1	5.3	0	0	0	0	0	0	0	0	23	4.347	0	0	1584
NATIONAL 	ZYRTEC ALLERGY REMEDY 	07/19/09 - 07/25/09 	6	2.691	0	0	0	80.505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2.42	0	0	1585
NATIONAL 	ZYRTEC ALLERGY REMEDY 	07/26/09 - 07/31/09 	3	1.527	0	0	0	42.715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0.589	0	0	1586
NATIONAL 	ZYRTEC ALLERGY REMEDY 	08/01/09 - 08/01/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.099	0	0	1587
NATIONAL 	ZYRTEC ALLERGY REMEDY 	08/02/09 - 08/08/09 	3	1.545	79	35.577	0	51.752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1.139	2	17.136	1588
NATIONAL 	ZYRTEC ALLERGY REMEDY 	08/09/09 - 08/15/09 	638	457.146	0	0	0	82.441	0	0	0	0	0	0	0	0	50	718.05	0	0	0	0	0	0	0	0	1332	102.332	12	94.952	1589
NATIONAL 	ZYRTEC ALLERGY REMEDY 	08/16/09 - 08/22/09 	603	459.626	0	0	0	37.063	0	0	0	0	0	0	0	0	34	557.65	0	0	0	0	0	0	0	0	1300	120.977	24	291.294	1590
NATIONAL 	ZYRTEC ALLERGY REMEDY 	08/23/09 - 08/29/09 	634	546.286	117	71.227	0	86.263	0	0	0	0	0	0	0	0	32	326	0	0	0	0	0	0	0	0	1432	138.17	19	134.404	1591
NATIONAL 	ZYRTEC ALLERGY REMEDY 	08/30/09 - 08/31/09 	131	95.112	0	0	0	62.808	0	0	0	0	0	0	0	0	10	102.4	0	0	0	0	0	0	0	0	566	68.38	12	79.67	1592
NATIONAL 	ZYRTEC ALLERGY REMEDY 	09/01/09 - 09/05/09 	217	189.441	0	0	0	0	0	0	0	0	0	0	0	0	18	242.65	0	0	0	0	0	0	0	0	1303	171.429	11	38.774	1593
NATIONAL 	ZYRTEC ALLERGY REMEDY 	09/06/09 - 09/12/09 	310	268.006	0	0	0	40.817	0	0	0	0	0	0	0	0	31	792.55	0	0	0	0	0	0	0	0	987	77.825	12	137.351	1594
NATIONAL 	ZYRTEC ALLERGY REMEDY 	09/13/09 - 09/19/09 	324	234.016	112	71.74	0	63.953	0	0	0	0	0	0	0	0	25	741.3	0	0	0	0	0	0	0	0	594	51.758	11	109.085	1595
NATIONAL 	ZYRTEC ALLERGY REMEDY 	09/20/09 - 09/26/09 	339	289.315	0	0	0	62.969	0	0	0	0	0	0	0	0	21	566.85	0	0	0	0	0	0	0	0	1032	157.447	19	156.186	1596
NATIONAL 	ZYRTEC ALLERGY REMEDY 	09/27/09 - 09/30/09 	35	35.636	0	0	0	47.78	0	0	0	0	0	0	0	0	2	173.8	0	0	0	0	0	0	0	0	164	43.854	9	69.169	1597
NATIONAL 	ZYRTEC ALLERGY REMEDY 	10/01/09 - 10/03/09 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1.404	0	0	1598
NATIONAL 	ZYRTEC ALLERGY REMEDY 	10/04/09 - 10/10/09 	0	0	0	0	0	0.819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.235	4	28.002	1599
NATIONAL 	ZYRTEC ALLERGY REMEDY 	10/11/09 - 10/17/09 	0	0	52	62.041	0	2.885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.458	0	0	1600
NATIONAL 	ZYRTEC ALLERGY REMEDY 	10/18/09 - 10/24/09 	0	0	0	0	0	6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0.381	0	0	1601
NATIONAL 	ZYRTEC ALLERGY REMEDY 	10/25/09 - 10/31/09 	0	0	0	0	0	2.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.005	0	0	1602
NATIONAL 	ZYRTEC ALLERGY REMEDY 	11/01/09 - 11/07/09 	0	0	0	0	0	3.973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.024	0	0	1603
NATIONAL 	ZYRTEC ALLERGY REMEDY 	11/08/09 - 11/14/09 	0	0	0	0	0	6.504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1604
NATIONAL 	ZYRTEC ALLERGY REMEDY 	11/15/09 - 11/21/09 	0	0	0	0	0	5.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1605
NATIONAL 	ZYRTEC ALLERGY REMEDY 	11/22/09 - 11/28/09 	0	0	0	0	0	2.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606
NATIONAL 	ZYRTEC ALLERGY REMEDY 	11/29/09 - 11/30/09 	0	0	0	0	0	2.886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1607
NATIONAL 	ZYRTEC ALLERGY REMEDY 	12/06/09 - 12/12/09 	0	0	42	21.774	0	3.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1608
NATIONAL 	ZYRTEC ALLERGY REMEDY 	12/13/09 - 12/19/09 	0	0	0	0	0	0.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1609
NATIONAL 	ZYRTEC ALLERGY REMEDY 	12/20/09 - 12/26/09 	0	0	0	0	0	0.973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1610
NATIONAL 	ZYRTEC ALLERGY REMEDY 	12/27/09 - 12/31/09 	0	0	0	0	0	4.742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1611
NATIONAL 	ZYRTEC ALLERGY REMEDY 	01/03/10 - 01/09/10 	0	0	0	0	0	1.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.006	573	196.965	0	0	1612
NATIONAL 	ZYRTEC ALLERGY REMEDY 	01/10/10 - 01/16/10 	0	0	0	0	0	5.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0.132	622	205.647	0	0	1613
NATIONAL 	ZYRTEC ALLERGY REMEDY 	01/17/10 - 01/23/10 	0	0	0	0	0	7.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0.148	634	202.842	0	0	1614
NATIONAL 	ZYRTEC ALLERGY REMEDY 	01/24/10 - 01/30/10 	0	0	0	0	0	5.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0.174	719	199.121	0	0	1615
NATIONAL 	ZYRTEC ALLERGY REMEDY 	01/31/10 - 01/31/10 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	15.255	0	0	1616
NATIONAL 	ZYRTEC ALLERGY REMEDY 	02/01/10 - 02/06/10 	0	0	0	0	0	2.358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.002	706	193.254	0	0	1617
NATIONAL 	ZYRTEC ALLERGY REMEDY 	02/07/10 - 02/13/10 	0	0	0	0	0	2.353	0	0	0	0	0	0	0	0	0	0	0	0	30	23.29	52	337.31	0	0	721	203.524	0	0	1618
NATIONAL 	ZYRTEC ALLERGY REMEDY 	02/14/10 - 02/20/10 	0	0	0	0	0	1.11	0	0	0	0	0	0	0	0	0	0	0	0	33	25.18	62	512.737	3	0.007	671	180.262	0	0	1619
NATIONAL 	ZYRTEC ALLERGY REMEDY 	02/21/10 - 02/27/10 	745	756.867	0	0	0	4.63	0	0	0	0	0	0	0	0	62	3369	0	0	12	11.622	53	413.679	3	0.006	1160	142.72	13	102.692	1620
NATIONAL 	ZYRTEC ALLERGY REMEDY 	02/28/10 - 02/28/10 	84	100.182	136	114.84	0	0	0	0	0	0	0	0	0	0	4	294.5	0	0	0	0	1	7.946	0	0	167	28.562	9	40.154	1621
NATIONAL 	ZYRTEC ALLERGY REMEDY 	03/01/10 - 03/06/10 	635	668.593	0	0	0	1.869	0	0	0	0	0	0	0	0	42	1552.7	0	0	35	29.378	46	299.483	3	0.006	1186	142.802	11	64.299	1622
NATIONAL 	ZYRTEC ALLERGY REMEDY 	03/07/10 - 03/13/10 	857	1038.516	0	0	0	11.504	0	0	0	0	0	0	0	0	38	1746.9	0	0	0	0	7	33.784	4	0.01	765	117.423	22	472.515	1623
NATIONAL 	ZYRTEC ALLERGY REMEDY 	03/14/10 - 03/20/10 	821	991.925	1	0.904	0	20.349	0	0	0	0	0	0	0	0	53	1246.8	0	0	17	14.844	42	284.372	0	0	1040	109.809	32	359.845	1624
